"Name","Locus","Pathway"
"gabT","Rv2589","mtu00250"
"gabD1","Rv0234c","mtu00250"
"gabD2","Rv1731","mtu00250"
"gltB","Rv3859c","mtu00250"
"gltD","Rv3858c","mtu00250"
"gdh","Rv2476c","mtu00250"
"rocA","Rv1187","mtu00250"
"glnA1","Rv2220","mtu00250"
"glnA2","Rv2222c","mtu00250"
"glnA4","Rv2860c","mtu00250"
"glnA3","Rv1878","mtu00250"
"carB","Rv1384","mtu00250"
"carA","Rv1383","mtu00250"
"purQ","Rv0788","mtu00250"
"glmS","Rv3436c","mtu00250"
"purF","Rv0808","mtu00250"
"ask","Rv3709c","mtu00260"
"asd","Rv3708c","mtu00260"
"thrA","Rv1294","mtu00260"
"thrB","Rv1296","mtu00260"
"thrC","Rv1295","mtu00260"
"glyA2","Rv0070c","mtu00260"
"glyA1","Rv1093","mtu00260"
"Rv2205c","Rv2205c","mtu00260"
"gpm1","Rv0489","mtu00260"
"serA2","Rv0728c","mtu00260"
"serA1","Rv2996c","mtu00260"
"serC","Rv0884c","mtu00260"
"serB2","Rv3042c","mtu00260"
"aofH","Rv3170","mtu00260"
"gcvB","Rv1832","mtu00260"
"gcvT","Rv2211c","mtu00260"
"lpdC","Rv0462","mtu00260"
"gcvH","Rv1826","mtu00260"
"aao","Rv1905c","mtu00260"
"pssA","Rv0436c","mtu00260"
"cbs","Rv1077","mtu00260"
"sdaA","Rv0069c","mtu00260"
"ilvA","Rv1559","mtu00260"
"trpA","Rv1613","mtu00260"
"trpB","Rv1612","mtu00260"
"ask","Rv3709c","mtu00260"
"asd","Rv3708c","mtu00260"
"thrA","Rv1294","mtu00260"
"thrB","Rv1296","mtu00260"
"thrC","Rv1295","mtu00260"
"glyA2","Rv0070c","mtu00260"
"glyA1","Rv1093","mtu00260"
"Rv2205c","Rv2205c","mtu00260"
"gpm1","Rv0489","mtu00260"
"serA2","Rv0728c","mtu00260"
"serA1","Rv2996c","mtu00260"
"serC","Rv0884c","mtu00260"
"serB2","Rv3042c","mtu00260"
"aofH","Rv3170","mtu00260"
"gcvB","Rv1832","mtu00260"
"gcvT","Rv2211c","mtu00260"
"lpdC","Rv0462","mtu00260"
"gcvH","Rv1826","mtu00260"
"aao","Rv1905c","mtu00260"
"pssA","Rv0436c","mtu00260"
"cbs","Rv1077","mtu00260"
"sdaA","Rv0069c","mtu00260"
"ilvA","Rv1559","mtu00260"
"trpA","Rv1613","mtu00260"
"trpB","Rv1612","mtu00260"
"Rv2377c","Rv2377c","mtu00261"
"Rv1286","Rv1286","mtu00261"
"cysD","Rv1285","mtu00261"
"ask","Rv3709c","mtu00261"
"asd","Rv3708c","mtu00261"
"dapA","Rv2753c","mtu00261"
"dapB","Rv2773c","mtu00261"
"Rv2377c","Rv2377c","mtu00261"
"Rv1286","Rv1286","mtu00261"
"cysD","Rv1285","mtu00261"
"ask","Rv3709c","mtu00261"
"asd","Rv3708c","mtu00261"
"dapA","Rv2753c","mtu00261"
"dapB","Rv2773c","mtu00261"
"cysE","Rv2335","mtu00270"
"cysK1","Rv2334","mtu00270"
"Rv3684","Rv3684","mtu00270"
"Rv2294","Rv2294","mtu00270"
"Rv0075","Rv0075","mtu00270"
"cbs","Rv1077","mtu00270"
"mmuM","Rv2458","mtu00270"
"metH","Rv2124c","mtu00270"
"metE","Rv1133c","mtu00270"
"metK","Rv1392","mtu00270"
"speE","Rv2601","mtu00270"
"mtn","Rv0091","mtu00270"
"Rv0535","Rv0535","mtu00270"
"sahH","Rv3248c","mtu00270"
"ask","Rv3709c","mtu00270"
"asd","Rv3708c","mtu00270"
"thrA","Rv1294","mtu00270"
"metA","Rv3341","mtu00270"
"metB","Rv1079","mtu00270"
"metC","Rv3340","mtu00270"
"metZ","Rv0391","mtu00270"
"ilvE","Rv2210c","mtu00270"
"gshA","Rv3704c","mtu00270"
"cysA2","Rv0815c","mtu00270"
"sseB","Rv2291","mtu00270"
"cysA3","Rv3117","mtu00270"
"sseA","Rv3283","mtu00270"
"mdh","Rv1240","mtu00270"
"sdaA","Rv0069c","mtu00270"
"serA2","Rv0728c","mtu00270"
"serA1","Rv2996c","mtu00270"
"serC","Rv0884c","mtu00270"
"cysK2","Rv0848","mtu00270"
"cysE","Rv2335","mtu00270"
"cysK1","Rv2334","mtu00270"
"Rv3684","Rv3684","mtu00270"
"Rv2294","Rv2294","mtu00270"
"Rv0075","Rv0075","mtu00270"
"cbs","Rv1077","mtu00270"
"mmuM","Rv2458","mtu00270"
"metH","Rv2124c","mtu00270"
"metE","Rv1133c","mtu00270"
"metK","Rv1392","mtu00270"
"speE","Rv2601","mtu00270"
"mtn","Rv0091","mtu00270"
"Rv0535","Rv0535","mtu00270"
"sahH","Rv3248c","mtu00270"
"ask","Rv3709c","mtu00270"
"asd","Rv3708c","mtu00270"
"thrA","Rv1294","mtu00270"
"metA","Rv3341","mtu00270"
"metB","Rv1079","mtu00270"
"metC","Rv3340","mtu00270"
"metZ","Rv0391","mtu00270"
"ilvE","Rv2210c","mtu00270"
"gshA","Rv3704c","mtu00270"
"cysA2","Rv0815c","mtu00270"
"sseB","Rv2291","mtu00270"
"cysA3","Rv3117","mtu00270"
"sseA","Rv3283","mtu00270"
"mdh","Rv1240","mtu00270"
"sdaA","Rv0069c","mtu00270"
"serA2","Rv0728c","mtu00270"
"serA1","Rv2996c","mtu00270"
"serC","Rv0884c","mtu00270"
"cysK2","Rv0848","mtu00270"
"ilvE","Rv2210c","mtu00280"
"lpdC","Rv0462","mtu00280"
"fadE23","Rv3140","mtu00280"
"fadE4","Rv0231","mtu00280"
"fadE13","Rv0975c","mtu00280"
"fadE1","Rv0131c","mtu00280"
"fadE2","Rv0154c","mtu00280"
"fadE19","Rv2500c","mtu00280"
"echA10","Rv1142c","mtu00280"
"echA13","Rv1935c","mtu00280"
"echA15","Rv2679","mtu00280"
"echA16","Rv2831","mtu00280"
"echA18","Rv3373","mtu00280"
"echA19","Rv3516","mtu00280"
"echA21","Rv3774","mtu00280"
"echA8","Rv1070c","mtu00280"
"echA6","Rv0905","mtu00280"
"echA12","Rv1472","mtu00280"
"echA14","Rv2486","mtu00280"
"echA17","Rv3039c","mtu00280"
"echA1","Rv0222","mtu00280"
"echA2","Rv0456c","mtu00280"
"echA3","Rv0632c","mtu00280"
"echA5","Rv0675","mtu00280"
"echA7","Rv0971c","mtu00280"
"echA9","Rv1071c","mtu00280"
"echA20","Rv3550","mtu00280"
"echA4","Rv0673","mtu00280"
"echA11","Rv1141c","mtu00280"
"fadB","Rv0860","mtu00280"
"ltp1","Rv2790c","mtu00280"
"accA2","Rv0973c","mtu00280"
"accD5","Rv3280","mtu00280"
"accA3","Rv3285","mtu00280"
"accA1","Rv2501c","mtu00280"
"accD6","Rv2247","mtu00280"
"Rv1322A","Rv1322A","mtu00280"
"mutB","Rv1493","mtu00280"
"mutA","Rv1492","mtu00280"
"mmsB","Rv0751c","mtu00280"
"mmsA","Rv0753c","mtu00280"
"aldA","Rv0768","mtu00280"
"Rv0147","Rv0147","mtu00280"
"Rv0223c","Rv0223c","mtu00280"
"pcd","Rv3293","mtu00280"
"gabT","Rv2589","mtu00280"
"accD1","Rv2502c","mtu00280"
"scoA","Rv2504c","mtu00280"
"scoB","Rv2503c","mtu00280"
"fadA4","Rv1323","mtu00280"
"fadA3","Rv1074c","mtu00280"
"Rv1867","Rv1867","mtu00280"
"fadA5","Rv3546","mtu00280"
"Rv0859","Rv0859","mtu00280"
"Rv0914c","Rv0914c","mtu00280"
"ltp3","Rv3523","mtu00280"
"fadA2","Rv0243","mtu00280"
"fadA6","Rv3556c","mtu00280"
"ilvE","Rv2210c","mtu00280"
"lpdC","Rv0462","mtu00280"
"fadE23","Rv3140","mtu00280"
"fadE4","Rv0231","mtu00280"
"fadE13","Rv0975c","mtu00280"
"fadE1","Rv0131c","mtu00280"
"fadE2","Rv0154c","mtu00280"
"fadE19","Rv2500c","mtu00280"
"echA10","Rv1142c","mtu00280"
"echA13","Rv1935c","mtu00280"
"echA15","Rv2679","mtu00280"
"echA16","Rv2831","mtu00280"
"echA18","Rv3373","mtu00280"
"echA19","Rv3516","mtu00280"
"echA21","Rv3774","mtu00280"
"echA8","Rv1070c","mtu00280"
"echA6","Rv0905","mtu00280"
"echA12","Rv1472","mtu00280"
"echA14","Rv2486","mtu00280"
"echA17","Rv3039c","mtu00280"
"echA1","Rv0222","mtu00280"
"echA2","Rv0456c","mtu00280"
"echA3","Rv0632c","mtu00280"
"echA5","Rv0675","mtu00280"
"echA7","Rv0971c","mtu00280"
"echA9","Rv1071c","mtu00280"
"echA20","Rv3550","mtu00280"
"echA4","Rv0673","mtu00280"
"echA11","Rv1141c","mtu00280"
"fadB","Rv0860","mtu00280"
"ltp1","Rv2790c","mtu00280"
"accA2","Rv0973c","mtu00280"
"accD5","Rv3280","mtu00280"
"accA3","Rv3285","mtu00280"
"accA1","Rv2501c","mtu00280"
"accD6","Rv2247","mtu00280"
"Rv1322A","Rv1322A","mtu00280"
"mutB","Rv1493","mtu00280"
"mutA","Rv1492","mtu00280"
"mmsB","Rv0751c","mtu00280"
"mmsA","Rv0753c","mtu00280"
"aldA","Rv0768","mtu00280"
"Rv0147","Rv0147","mtu00280"
"Rv0223c","Rv0223c","mtu00280"
"pcd","Rv3293","mtu00280"
"gabT","Rv2589","mtu00280"
"accD1","Rv2502c","mtu00280"
"scoA","Rv2504c","mtu00280"
"scoB","Rv2503c","mtu00280"
"fadA4","Rv1323","mtu00280"
"fadA3","Rv1074c","mtu00280"
"Rv1867","Rv1867","mtu00280"
"fadA5","Rv3546","mtu00280"
"Rv0859","Rv0859","mtu00280"
"Rv0914c","Rv0914c","mtu00280"
"ltp3","Rv3523","mtu00280"
"fadA2","Rv0243","mtu00280"
"fadA6","Rv3556c","mtu00280"
"ltp1","Rv2790c","mtu00281"
"echA10","Rv1142c","mtu00281"
"echA13","Rv1935c","mtu00281"
"echA15","Rv2679","mtu00281"
"echA16","Rv2831","mtu00281"
"echA18","Rv3373","mtu00281"
"echA19","Rv3516","mtu00281"
"echA21","Rv3774","mtu00281"
"echA8","Rv1070c","mtu00281"
"echA6","Rv0905","mtu00281"
"echA12","Rv1472","mtu00281"
"echA14","Rv2486","mtu00281"
"echA17","Rv3039c","mtu00281"
"echA1","Rv0222","mtu00281"
"echA2","Rv0456c","mtu00281"
"echA3","Rv0632c","mtu00281"
"echA5","Rv0675","mtu00281"
"echA7","Rv0971c","mtu00281"
"echA9","Rv1071c","mtu00281"
"echA20","Rv3550","mtu00281"
"echA4","Rv0673","mtu00281"
"echA11","Rv1141c","mtu00281"
"fadB","Rv0860","mtu00281"
"ltp1","Rv2790c","mtu00281"
"echA10","Rv1142c","mtu00281"
"echA13","Rv1935c","mtu00281"
"echA15","Rv2679","mtu00281"
"echA16","Rv2831","mtu00281"
"echA18","Rv3373","mtu00281"
"echA19","Rv3516","mtu00281"
"echA21","Rv3774","mtu00281"
"echA8","Rv1070c","mtu00281"
"echA6","Rv0905","mtu00281"
"echA12","Rv1472","mtu00281"
"echA14","Rv2486","mtu00281"
"echA17","Rv3039c","mtu00281"
"echA1","Rv0222","mtu00281"
"echA2","Rv0456c","mtu00281"
"echA3","Rv0632c","mtu00281"
"echA5","Rv0675","mtu00281"
"echA7","Rv0971c","mtu00281"
"echA9","Rv1071c","mtu00281"
"echA20","Rv3550","mtu00281"
"echA4","Rv0673","mtu00281"
"echA11","Rv1141c","mtu00281"
"fadB","Rv0860","mtu00281"
"ilvA","Rv1559","mtu00290"
"leuC","Rv2988c","mtu00290"
"leuD","Rv2987c","mtu00290"
"leuB","Rv2995c","mtu00290"
"ilvG","Rv1820","mtu00290"
"ilvB1","Rv3003c","mtu00290"
"ilvB2","Rv3470c","mtu00290"
"ilvX","Rv3509c","mtu00290"
"ilvN","Rv3002c","mtu00290"
"ilvC","Rv3001c","mtu00290"
"ilvD","Rv0189c","mtu00290"
"ilvE","Rv2210c","mtu00290"
"aspC","Rv0337c","mtu00290"
"leuA","Rv3710","mtu00290"
"ilvA","Rv1559","mtu00290"
"leuC","Rv2988c","mtu00290"
"leuD","Rv2987c","mtu00290"
"leuB","Rv2995c","mtu00290"
"ilvG","Rv1820","mtu00290"
"ilvB1","Rv3003c","mtu00290"
"ilvB2","Rv3470c","mtu00290"
"ilvX","Rv3509c","mtu00290"
"ilvN","Rv3002c","mtu00290"
"ilvC","Rv3001c","mtu00290"
"ilvD","Rv0189c","mtu00290"
"ilvE","Rv2210c","mtu00290"
"aspC","Rv0337c","mtu00290"
"leuA","Rv3710","mtu00290"
"thrA","Rv1294","mtu00300"
"ask","Rv3709c","mtu00300"
"asd","Rv3708c","mtu00300"
"dapA","Rv2753c","mtu00300"
"dapB","Rv2773c","mtu00300"
"dapD","Rv1201c","mtu00300"
"argD","Rv1655","mtu00300"
"dapC","Rv0858c","mtu00300"
"dapE","Rv1202","mtu00300"
"dapF","Rv2726c","mtu00300"
"lysA","Rv1293","mtu00300"
"murE","Rv2158c","mtu00300"
"murF","Rv2157c","mtu00300"
"thrA","Rv1294","mtu00300"
"ask","Rv3709c","mtu00300"
"asd","Rv3708c","mtu00300"
"dapA","Rv2753c","mtu00300"
"dapB","Rv2773c","mtu00300"
"dapD","Rv1201c","mtu00300"
"argD","Rv1655","mtu00300"
"dapC","Rv0858c","mtu00300"
"dapE","Rv1202","mtu00300"
"dapF","Rv2726c","mtu00300"
"lysA","Rv1293","mtu00300"
"murE","Rv2158c","mtu00300"
"murF","Rv2157c","mtu00300"
"dlaT","Rv2215","mtu00310"
"lpdC","Rv0462","mtu00310"
"fadE7","Rv0400c","mtu00310"
"echA10","Rv1142c","mtu00310"
"echA13","Rv1935c","mtu00310"
"echA15","Rv2679","mtu00310"
"echA16","Rv2831","mtu00310"
"echA18","Rv3373","mtu00310"
"echA19","Rv3516","mtu00310"
"echA21","Rv3774","mtu00310"
"echA8","Rv1070c","mtu00310"
"echA6","Rv0905","mtu00310"
"echA12","Rv1472","mtu00310"
"echA14","Rv2486","mtu00310"
"echA17","Rv3039c","mtu00310"
"echA1","Rv0222","mtu00310"
"echA2","Rv0456c","mtu00310"
"echA3","Rv0632c","mtu00310"
"echA5","Rv0675","mtu00310"
"echA7","Rv0971c","mtu00310"
"echA9","Rv1071c","mtu00310"
"echA20","Rv3550","mtu00310"
"echA4","Rv0673","mtu00310"
"echA11","Rv1141c","mtu00310"
"fadB","Rv0860","mtu00310"
"fadA4","Rv1323","mtu00310"
"fadA3","Rv1074c","mtu00310"
"Rv1867","Rv1867","mtu00310"
"fadA5","Rv3546","mtu00310"
"Rv0859","Rv0859","mtu00310"
"Rv0914c","Rv0914c","mtu00310"
"ltp3","Rv3523","mtu00310"
"fadA2","Rv0243","mtu00310"
"fadA6","Rv3556c","mtu00310"
"gabT","Rv2589","mtu00310"
"gabD1","Rv0234c","mtu00310"
"gabD2","Rv1731","mtu00310"
"Rv0926c","Rv0926c","mtu00310"
"Rv1059","Rv1059","mtu00310"
"aldA","Rv0768","mtu00310"
"Rv0147","Rv0147","mtu00310"
"Rv0223c","Rv0223c","mtu00310"
"pcd","Rv3293","mtu00310"
"dlaT","Rv2215","mtu00310"
"lpdC","Rv0462","mtu00310"
"fadE7","Rv0400c","mtu00310"
"echA10","Rv1142c","mtu00310"
"echA13","Rv1935c","mtu00310"
"echA15","Rv2679","mtu00310"
"echA16","Rv2831","mtu00310"
"echA18","Rv3373","mtu00310"
"echA19","Rv3516","mtu00310"
"echA21","Rv3774","mtu00310"
"echA8","Rv1070c","mtu00310"
"echA6","Rv0905","mtu00310"
"echA12","Rv1472","mtu00310"
"echA14","Rv2486","mtu00310"
"echA17","Rv3039c","mtu00310"
"echA1","Rv0222","mtu00310"
"echA2","Rv0456c","mtu00310"
"echA3","Rv0632c","mtu00310"
"echA5","Rv0675","mtu00310"
"echA7","Rv0971c","mtu00310"
"echA9","Rv1071c","mtu00310"
"echA20","Rv3550","mtu00310"
"echA4","Rv0673","mtu00310"
"echA11","Rv1141c","mtu00310"
"fadB","Rv0860","mtu00310"
"fadA4","Rv1323","mtu00310"
"fadA3","Rv1074c","mtu00310"
"Rv1867","Rv1867","mtu00310"
"fadA5","Rv3546","mtu00310"
"Rv0859","Rv0859","mtu00310"
"Rv0914c","Rv0914c","mtu00310"
"ltp3","Rv3523","mtu00310"
"fadA2","Rv0243","mtu00310"
"fadA6","Rv3556c","mtu00310"
"gabT","Rv2589","mtu00310"
"gabD1","Rv0234c","mtu00310"
"gabD2","Rv1731","mtu00310"
"Rv0926c","Rv0926c","mtu00310"
"Rv1059","Rv1059","mtu00310"
"aldA","Rv0768","mtu00310"
"Rv0147","Rv0147","mtu00310"
"Rv0223c","Rv0223c","mtu00310"
"pcd","Rv3293","mtu00310"
"aao","Rv1905c","mtu00311"
"blaC","Rv2068c","mtu00311"
"aao","Rv1905c","mtu00311"
"blaC","Rv2068c","mtu00311"
"adi","Rv2531c","mtu00330"
"speE","Rv2601","mtu00330"
"aldA","Rv0768","mtu00330"
"Rv0147","Rv0147","mtu00330"
"Rv0223c","Rv0223c","mtu00330"
"pcd","Rv3293","mtu00330"
"aofH","Rv3170","mtu00330"
"amiD","Rv3375","mtu00330"
"amiB2","Rv1263","mtu00330"
"amiA2","Rv2363","mtu00330"
"amiC","Rv2888c","mtu00330"
"Rv3175","Rv3175","mtu00330"
"proC","Rv0500","mtu00330"
"Rv1188","Rv1188","mtu00330"
"rocA","Rv1187","mtu00330"
"proB","Rv2439c","mtu00330"
"proA","Rv2427c","mtu00330"
"pip","Rv0840c","mtu00330"
"Rv0926c","Rv0926c","mtu00330"
"Rv1059","Rv1059","mtu00330"
"aao","Rv1905c","mtu00330"
"adi","Rv2531c","mtu00330"
"speE","Rv2601","mtu00330"
"aldA","Rv0768","mtu00330"
"Rv0147","Rv0147","mtu00330"
"Rv0223c","Rv0223c","mtu00330"
"pcd","Rv3293","mtu00330"
"aofH","Rv3170","mtu00330"
"amiD","Rv3375","mtu00330"
"amiB2","Rv1263","mtu00330"
"amiA2","Rv2363","mtu00330"
"amiC","Rv2888c","mtu00330"
"Rv3175","Rv3175","mtu00330"
"proC","Rv0500","mtu00330"
"Rv1188","Rv1188","mtu00330"
"rocA","Rv1187","mtu00330"
"proB","Rv2439c","mtu00330"
"proA","Rv2427c","mtu00330"
"pip","Rv0840c","mtu00330"
"Rv0926c","Rv0926c","mtu00330"
"Rv1059","Rv1059","mtu00330"
"aao","Rv1905c","mtu00330"
"proB","Rv2439c","mtu00332"
"proA","Rv2427c","mtu00332"
"proB","Rv2439c","mtu00332"
"proA","Rv2427c","mtu00332"
"hisG","Rv2121c","mtu00340"
"hisE","Rv2122c","mtu00340"
"hisI","Rv1606","mtu00340"
"hisA","Rv1603","mtu00340"
"hisH","Rv1602","mtu00340"
"hisF","Rv1605","mtu00340"
"hisB","Rv1601","mtu00340"
"hisC1","Rv1600","mtu00340"
"hisC2","Rv3772","mtu00340"
"Rv3137","Rv3137","mtu00340"
"hisD","Rv1599","mtu00340"
"aldA","Rv0768","mtu00340"
"Rv0147","Rv0147","mtu00340"
"Rv0223c","Rv0223c","mtu00340"
"pcd","Rv3293","mtu00340"
"aofH","Rv3170","mtu00340"
"egtD","Rv3701c","mtu00340"
"etgB","Rv3703c","mtu00340"
"egtC","Rv3702c","mtu00340"
"egtE","Rv3700c","mtu00340"
"hisG","Rv2121c","mtu00340"
"hisE","Rv2122c","mtu00340"
"hisI","Rv1606","mtu00340"
"hisA","Rv1603","mtu00340"
"hisH","Rv1602","mtu00340"
"hisF","Rv1605","mtu00340"
"hisB","Rv1601","mtu00340"
"hisC1","Rv1600","mtu00340"
"hisC2","Rv3772","mtu00340"
"Rv3137","Rv3137","mtu00340"
"hisD","Rv1599","mtu00340"
"aldA","Rv0768","mtu00340"
"Rv0147","Rv0147","mtu00340"
"Rv0223c","Rv0223c","mtu00340"
"pcd","Rv3293","mtu00340"
"aofH","Rv3170","mtu00340"
"egtD","Rv3701c","mtu00340"
"etgB","Rv3703c","mtu00340"
"egtC","Rv3702c","mtu00340"
"egtE","Rv3700c","mtu00340"
"hisC1","Rv1600","mtu00350"
"hisC2","Rv3772","mtu00350"
"Rv1703c","Rv1703c","mtu00350"
"aofH","Rv3170","mtu00350"
"adhB","Rv0761c","mtu00350"
"adhA","Rv1862","mtu00350"
"adhE1","Rv0162c","mtu00350"
"adh","Rv1530","mtu00350"
"gabD1","Rv0234c","mtu00350"
"gabD2","Rv1731","mtu00350"
"hisC1","Rv1600","mtu00350"
"hisC2","Rv3772","mtu00350"
"Rv1703c","Rv1703c","mtu00350"
"aofH","Rv3170","mtu00350"
"adhB","Rv0761c","mtu00350"
"adhA","Rv1862","mtu00350"
"adhE1","Rv0162c","mtu00350"
"adh","Rv1530","mtu00350"
"gabD1","Rv0234c","mtu00350"
"gabD2","Rv1731","mtu00350"
"aofH","Rv3170","mtu00360"
"echA10","Rv1142c","mtu00360"
"echA13","Rv1935c","mtu00360"
"echA15","Rv2679","mtu00360"
"echA16","Rv2831","mtu00360"
"echA18","Rv3373","mtu00360"
"echA19","Rv3516","mtu00360"
"echA21","Rv3774","mtu00360"
"echA8","Rv1070c","mtu00360"
"echA6","Rv0905","mtu00360"
"echA12","Rv1472","mtu00360"
"echA14","Rv2486","mtu00360"
"echA17","Rv3039c","mtu00360"
"echA1","Rv0222","mtu00360"
"echA2","Rv0456c","mtu00360"
"echA3","Rv0632c","mtu00360"
"echA5","Rv0675","mtu00360"
"echA7","Rv0971c","mtu00360"
"echA9","Rv1071c","mtu00360"
"echA20","Rv3550","mtu00360"
"echA4","Rv0673","mtu00360"
"echA11","Rv1141c","mtu00360"
"fadB3","Rv1715","mtu00360"
"fadB2","Rv0468","mtu00360"
"hisC1","Rv1600","mtu00360"
"hisC2","Rv3772","mtu00360"
"katG","Rv1908c","mtu00360"
"amiD","Rv3375","mtu00360"
"amiB2","Rv1263","mtu00360"
"amiA2","Rv2363","mtu00360"
"amiC","Rv2888c","mtu00360"
"Rv3175","Rv3175","mtu00360"
"Rv1869c","Rv1869c","mtu00360"
"hsaE","Rv3536c","mtu00360"
"mhpE","Rv3469c","mtu00360"
"hsaF","Rv3534c","mtu00360"
"hsaG","Rv3535c","mtu00360"
"aofH","Rv3170","mtu00360"
"echA10","Rv1142c","mtu00360"
"echA13","Rv1935c","mtu00360"
"echA15","Rv2679","mtu00360"
"echA16","Rv2831","mtu00360"
"echA18","Rv3373","mtu00360"
"echA19","Rv3516","mtu00360"
"echA21","Rv3774","mtu00360"
"echA8","Rv1070c","mtu00360"
"echA6","Rv0905","mtu00360"
"echA12","Rv1472","mtu00360"
"echA14","Rv2486","mtu00360"
"echA17","Rv3039c","mtu00360"
"echA1","Rv0222","mtu00360"
"echA2","Rv0456c","mtu00360"
"echA3","Rv0632c","mtu00360"
"echA5","Rv0675","mtu00360"
"echA7","Rv0971c","mtu00360"
"echA9","Rv1071c","mtu00360"
"echA20","Rv3550","mtu00360"
"echA4","Rv0673","mtu00360"
"echA11","Rv1141c","mtu00360"
"fadB3","Rv1715","mtu00360"
"fadB2","Rv0468","mtu00360"
"hisC1","Rv1600","mtu00360"
"hisC2","Rv3772","mtu00360"
"katG","Rv1908c","mtu00360"
"amiD","Rv3375","mtu00360"
"amiB2","Rv1263","mtu00360"
"amiA2","Rv2363","mtu00360"
"amiC","Rv2888c","mtu00360"
"Rv3175","Rv3175","mtu00360"
"Rv1869c","Rv1869c","mtu00360"
"hsaE","Rv3536c","mtu00360"
"mhpE","Rv3469c","mtu00360"
"hsaF","Rv3534c","mtu00360"
"hsaG","Rv3535c","mtu00360"
"Rv2296","Rv2296","mtu00361"
"dhaA","Rv2579","mtu00361"
"Rv1833c","Rv1833c","mtu00361"
"Rv2765","Rv2765","mtu00361"
"Rv2054","Rv2054","mtu00361"
"Rv2296","Rv2296","mtu00361"
"dhaA","Rv2579","mtu00361"
"Rv1833c","Rv1833c","mtu00361"
"Rv2765","Rv2765","mtu00361"
"Rv2054","Rv2054","mtu00361"
"ltp1","Rv2790c","mtu00362"
"hsaE","Rv3536c","mtu00362"
"mhpE","Rv3469c","mtu00362"
"hsaF","Rv3534c","mtu00362"
"hsaG","Rv3535c","mtu00362"
"Rv0771","Rv0771","mtu00362"
"fadB","Rv0860","mtu00362"
"fadE7","Rv0400c","mtu00362"
"echA10","Rv1142c","mtu00362"
"echA13","Rv1935c","mtu00362"
"echA15","Rv2679","mtu00362"
"echA16","Rv2831","mtu00362"
"echA18","Rv3373","mtu00362"
"echA19","Rv3516","mtu00362"
"echA21","Rv3774","mtu00362"
"echA8","Rv1070c","mtu00362"
"echA6","Rv0905","mtu00362"
"echA12","Rv1472","mtu00362"
"echA14","Rv2486","mtu00362"
"echA17","Rv3039c","mtu00362"
"echA1","Rv0222","mtu00362"
"echA2","Rv0456c","mtu00362"
"echA3","Rv0632c","mtu00362"
"echA5","Rv0675","mtu00362"
"echA7","Rv0971c","mtu00362"
"echA9","Rv1071c","mtu00362"
"echA20","Rv3550","mtu00362"
"echA4","Rv0673","mtu00362"
"echA11","Rv1141c","mtu00362"
"fadB3","Rv1715","mtu00362"
"fadB2","Rv0468","mtu00362"
"fadA4","Rv1323","mtu00362"
"fadA3","Rv1074c","mtu00362"
"Rv1867","Rv1867","mtu00362"
"fadA5","Rv3546","mtu00362"
"Rv0859","Rv0859","mtu00362"
"Rv0914c","Rv0914c","mtu00362"
"ltp3","Rv3523","mtu00362"
"fadA2","Rv0243","mtu00362"
"fadA6","Rv3556c","mtu00362"
"ltp1","Rv2790c","mtu00362"
"hsaE","Rv3536c","mtu00362"
"mhpE","Rv3469c","mtu00362"
"hsaF","Rv3534c","mtu00362"
"hsaG","Rv3535c","mtu00362"
"Rv0771","Rv0771","mtu00362"
"fadB","Rv0860","mtu00362"
"fadE7","Rv0400c","mtu00362"
"echA10","Rv1142c","mtu00362"
"echA13","Rv1935c","mtu00362"
"echA15","Rv2679","mtu00362"
"echA16","Rv2831","mtu00362"
"echA18","Rv3373","mtu00362"
"echA19","Rv3516","mtu00362"
"echA21","Rv3774","mtu00362"
"echA8","Rv1070c","mtu00362"
"echA6","Rv0905","mtu00362"
"echA12","Rv1472","mtu00362"
"echA14","Rv2486","mtu00362"
"echA17","Rv3039c","mtu00362"
"echA1","Rv0222","mtu00362"
"echA2","Rv0456c","mtu00362"
"echA3","Rv0632c","mtu00362"
"echA5","Rv0675","mtu00362"
"echA7","Rv0971c","mtu00362"
"echA9","Rv1071c","mtu00362"
"echA20","Rv3550","mtu00362"
"echA4","Rv0673","mtu00362"
"echA11","Rv1141c","mtu00362"
"fadB3","Rv1715","mtu00362"
"fadB2","Rv0468","mtu00362"
"fadA4","Rv1323","mtu00362"
"fadA3","Rv1074c","mtu00362"
"Rv1867","Rv1867","mtu00362"
"fadA5","Rv3546","mtu00362"
"Rv0859","Rv0859","mtu00362"
"Rv0914c","Rv0914c","mtu00362"
"ltp3","Rv3523","mtu00362"
"fadA2","Rv0243","mtu00362"
"fadA6","Rv3556c","mtu00362"
"Rv2765","Rv2765","mtu00364"
"Rv2054","Rv2054","mtu00364"
"Rv2765","Rv2765","mtu00364"
"Rv2054","Rv2054","mtu00364"
"dlaT","Rv2215","mtu00380"
"lpdC","Rv0462","mtu00380"
"fadE7","Rv0400c","mtu00380"
"echA10","Rv1142c","mtu00380"
"echA13","Rv1935c","mtu00380"
"echA15","Rv2679","mtu00380"
"echA16","Rv2831","mtu00380"
"echA18","Rv3373","mtu00380"
"echA19","Rv3516","mtu00380"
"echA21","Rv3774","mtu00380"
"echA8","Rv1070c","mtu00380"
"echA6","Rv0905","mtu00380"
"echA12","Rv1472","mtu00380"
"echA14","Rv2486","mtu00380"
